,Product Name,Brand,Ram,Storage,Battery,Screen_size,Rear_Camera,Front_Camera,Rating,Rating_Category,Rating_Count,Review_Count,Total_Engagements,Offer,Price,Price_Range
283,vivo Y58 5G,vivo,8,128 ,6000,6.72,50MP + 2MP,8MP,4.4,Very Good,1111,54,1165,30,16689,15K-20K
284,vivo Y58 5G,vivo,8,128 ,6000,6.72,50MP + 2MP,8MP,4.4,Very Good,1111,54,1165,30,16689,15K-20K
285,Samsung Galaxy A15 5G,Samsung,8,128 ,5000,6.5,50MP + 5MP + 2MP,13MP,4.3,Very Good,3983,237,4220,21,16800,15K-20K
286,OPPO A3 Pro 5G,OPPO,8,128 ,5100,6.67,50MP + 50MP + 2MP,13MP Dual,4.3,Very Good,2308,106,2414,19,16890,15K-20K
287,OPPO A3 Pro 5G,OPPO,8,128 ,5100,6.67,50MP + 50MP + 2MP,13MP Dual,4.3,Very Good,2308,106,2414,19,16890,15K-20K
288,realme P1 Speed 5G,realme,12,256 ,5000,6.67,50MP + 2MP,16MP,4.4,Very Good,790,70,860,19,16899,15K-20K
289,Samsung Galaxy A16 5G,Samsung,8,128 ,5000,6.7,50MP + 5MP + 2MP,13MP,4.2,Very Good,2897,175,3072,20,16998,15K-20K
290,POCO X7 5G,POCO,8,128 ,5500,6.67,50MP + 8MP + 2MP,20MP,4.3,Very Good,9302,907,10209,32,16999,15K-20K
291,POCO X7 5G,POCO,8,128 ,5500,6.67,50MP + 8MP + 2MP,20MP,4.3,Very Good,9302,907,10209,32,16999,15K-20K
292,Samsung Galaxy A15 5G,Samsung,8,128 ,5000,6.5,50MP + 5MP + 2MP,13MP,4.3,Very Good,3983,237,4220,20,16999,15K-20K
293,vivo T4x 5G,vivo,8,256 ,6500,6.72,50MP + 2MP,8MP,4.5,Very Good,53828,3165,56993,19,16999,15K-20K
294,POCO X7 5G,POCO,8,128 ,5500,6.67,50MP + 8MP + 2MP,20MP,4.3,Very Good,9302,907,10209,32,16999,15K-20K
295,vivo T4x 5G,vivo,8,256 ,6500,6.72,50MP + 2MP,8MP,4.5,Very Good,53828,3165,56993,19,16999,15K-20K
296,POCO X7 5G,POCO,8,128 ,5500,6.67,50MP + 8MP + 2MP,20MP,4.3,Very Good,9302,907,10209,32,16999,15K-20K
297,vivo Y29 5G,vivo,8,128 ,5500,6.68,50MP + 0.08MP,8MP,4.3,Very Good,759,36,795,22,16999,15K-20K
298,Motorola g54 5G,Motorola,12,256 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.2,Very Good,83908,7321,91229,22,16999,15K-20K
299,vivo Y39 5G,vivo,8,128 ,6500,6.68,50MP + 2MP,8MP,4.4,Very Good,279,12,291,22,16999,15K-20K
300,realme 12 5G,realme,6,128 ,5000,6.72,108MP + 2MP,8MP,4.4,Very Good,8067,512,8579,15,16999,15K-20K
301,realme 12 5G,realme,6,128 ,5000,6.72,108MP + 2MP,8MP,4.4,Very Good,8067,512,8579,15,16999,15K-20K
302,POCO X7 5G,POCO,8,128 ,5500,6.67,50MP + 8MP + 2MP,20MP,4.3,Very Good,9302,907,10209,32,16999,15K-20K
303,realme 12 5G,realme,6,128 ,5000,6.72,108MP + 2MP,8MP,4.4,Very Good,8067,512,8579,15,16999,15K-20K
304,Motorola G85 5G,Motorola,8,128 ,5000,6.67,50MP + 8MP,32MP,4.4,Very Good,203876,10622,214498,19,16999,15K-20K
305,vivo T3 5G,vivo,8,128 ,5000,6.67,50MP + 2MP,16MP,4.4,Very Good,128249,7962,136211,26,16999,15K-20K
306,realme P3 5G,realme,8,128 ,6000,6.67,50MP + 2MP,16MP,4.4,Very Good,9846,762,10608,19,16999,15K-20K
307,vivo T3 5G,vivo,8,128 ,5000,6.67,50MP + 2MP,16MP,4.4,Very Good,128249,7962,136211,26,16999,15K-20K
308,Motorola G85 5G,Motorola,8,128 ,5000,6.67,50MP + 8MP,32MP,4.4,Very Good,203876,10622,214498,19,16999,15K-20K
309,Motorola G85 5G,Motorola,8,128 ,5000,6.67,50MP + 8MP,32MP,4.4,Very Good,203876,10622,214498,19,16999,15K-20K
310,REDMI Note 13 5G,REDMI,12,256 ,5000,6.67,108MP + 2MP,16MP,4.2,Very Good,7117,451,7568,30,17499,15K-20K
311,Samsung Galaxy A16 5G,Samsung,8,128 ,5000,6.7,50MP + 5MP + 2MP,13MP,4.2,Very Good,2897,175,3072,18,17499,15K-20K
312,REDMI 12 5G,REDMI,8,256 ,5000,6.79,50MP + 2MP,8MP,4.2,Very Good,40207,2268,42475,10,17990,15K-20K
313,realme 14T 5G,realme,8,128 ,6000,6.67,50MP + 2MP,16MP,4.3,Very Good,586,71,657,14,17999,15K-20K
314,realme P2 Pro 5G,realme,8,128 ,5200,6.7,50MP + 8MP,32MP,4.4,Very Good,15865,1160,17025,30,17999,15K-20K
315,realme P1 Pro 5G,realme,12,256 ,5000,6.7,50MP + 8MP,16MP,4.4,Very Good,7039,453,7492,33,17999,15K-20K
316,OPPO K13 5G,OPPO,8,128 ,7000,6.67,50MP + 2MP,16MP,4.5,Very Good,15695,1133,16828,21,17999,15K-20K
317,realme 11 5G,realme,8,256 ,5000,6.72,108MP + 2MP,16MP,4.3,Very Good,73869,5475,79344,21,17999,15K-20K
318,CMF by Nothing Phone 1,CMF,8,128 ,5000,6.67,50MP + 2MP,16MP,4.4,Very Good,26164,1733,27897,18,17999,15K-20K
319,Infinix Note 50s 5G+,Infinix,8,256 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,11782,1220,13002,28,17999,15K-20K
320,OPPO K13 5G,OPPO,8,128 ,7000,6.67,50MP + 2MP,16MP,4.5,Very Good,15695,1133,16828,21,17999,15K-20K
321,Infinix Note 50s 5G+,Infinix,8,256 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,11782,1220,13002,28,17999,15K-20K
322,Infinix Note 50s 5G+,Infinix,8,256 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,11782,1220,13002,28,17999,15K-20K
323,Infinix Note 50s 5G+,Infinix,8,256 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,11782,1220,13002,28,17999,15K-20K
324,Infinix Note 50s 5G+,Infinix,8,256 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,11782,1220,13002,28,17999,15K-20K
325,realme 12 5G,realme,8,128 ,5000,6.72,108MP + 2MP,8MP,4.3,Very Good,2529,131,2660,14,17999,15K-20K
326,vivo T3 5G,vivo,8,256 ,5000,6.67,50MP + 2MP,16MP,4.4,Very Good,128249,7962,136211,26,18499,15K-20K
327,realme P3 5G,realme,8,256 ,6000,6.67,50MP + 2MP,16MP,4.4,Very Good,9846,762,10608,19,18499,15K-20K
328,Motorola Edge 50 Fusion,Motorola,8,128 ,5000,6.7,50MP + 13MP,32MP,4.5,Very Good,123666,8127,131793,26,18999,15K-20K
329,Motorola G85 5G,Motorola,12,256 ,5000,6.67,50MP + 8MP,32MP,4.4,Very Good,76700,4332,81032,17,18999,15K-20K
330,CMF by Nothing Phone 2 Pro,CMF,8,128 ,5000,6.77,50MP + 50MP + 8MP,16MP,4.4,Very Good,10226,965,11191,17,18999,15K-20K
331,CMF by Nothing Phone 2 Pro,CMF,8,128 ,5000,6.77,50MP + 50MP + 8MP,16MP,4.4,Very Good,10226,965,11191,17,18999,15K-20K
332,realme P2 Pro 5G,realme,12,256 ,5200,6.7,50MP + 8MP,32MP,4.4,Very Good,17144,1397,18541,32,18999,15K-20K
333,CMF by Nothing Phone 2 Pro,CMF,8,128 ,5000,6.77,50MP + 50MP + 8MP,16MP,4.4,Very Good,10226,965,11191,17,18999,15K-20K
334,Infinix Note 40 Pro 5G,Infinix,8,256 ,5000,6.78,108MP (OIS) + 2MP + 2MP,32MP,4.2,Very Good,39800,2629,42429,32,18999,15K-20K
335,Motorola G85 5G,Motorola,12,256 ,5000,6.67,50MP + 8MP,32MP,4.4,Very Good,76700,4332,81032,17,18999,15K-20K
336,CMF by Nothing Phone 2 Pro,CMF,8,128 ,5000,6.77,50MP + 50MP + 8MP,16MP,4.4,Very Good,10226,965,11191,17,18999,15K-20K
337,Motorola G85 5G,Motorola,12,256 ,5000,6.67,50MP + 8MP,32MP,4.4,Very Good,76700,4332,81032,17,18999,15K-20K
338,Infinix Note 40 Pro 5G,Infinix,8,256 ,5000,6.78,108MP (OIS) + 2MP + 2MP,32MP,4.2,Very Good,39800,2629,42429,32,18999,15K-20K
339,Motorola G85 5G,Motorola,12,256 ,5000,6.67,50MP + 8MP,32MP,4.4,Very Good,76700,4332,81032,17,18999,15K-20K
340,vivo Y39 5G,vivo,8,256 ,6500,6.68,50MP + 2MP,8MP,4.4,Very Good,279,12,291,20,18999,15K-20K
341,Motorola Edge 50 Fusion,Motorola,8,128 ,5000,6.7,50MP + 13MP,32MP,4.5,Very Good,123666,8127,131793,26,18999,15K-20K
342,Motorola G85 5G,Motorola,12,256 ,5000,6.67,50MP + 8MP,32MP,4.4,Very Good,76700,4332,81032,17,18999,15K-20K
343,CMF by Nothing Phone 2 Pro,CMF,8,128 ,5000,6.77,50MP + 50MP + 8MP,16MP,4.4,Very Good,10226,965,11191,17,18999,15K-20K
344,Motorola G85 5G,Motorola,12,256 ,5000,6.67,50MP + 8MP,32MP,4.4,Very Good,76700,4332,81032,17,18999,15K-20K
345,Motorola Edge 50 Fusion,Motorola,8,128 ,5000,6.7,50MP + 13MP,32MP,4.5,Very Good,123666,8127,131793,26,18999,15K-20K
346,POCO X7 5G,POCO,8,256 ,5500,6.67,50MP + 8MP + 2MP,20MP,4.3,Very Good,9302,907,10209,32,18999,15K-20K
347,CMF by Nothing Phone 2 Pro,CMF,8,128 ,5000,6.77,50MP + 50MP + 8MP,16MP,4.4,Very Good,10226,965,11191,17,18999,15K-20K
348,POCO X5 Pro 5G,POCO,8,256 ,5000,6.67,108MP + 8MP + 2MP,16MP,4.3,Very Good,45595,4160,49755,33,19349,15K-20K
349,POCO X5 Pro 5G,POCO,8,256 ,5000,6.67,108MP + 8MP + 2MP,16MP,4.3,Very Good,45595,4160,49755,33,19349,15K-20K
350,POCO X6 Pro 5G,POCO,8,256 ,5000,6.67,64MP + 8MP + 2MP,16MP,4.3,Very Good,23890,2515,26405,35,19899,15K-20K
351,vivo T2x 5G,vivo,8,128 ,5000,6.58,50MP + 2MP,8MP,4.4,Very Good,77864,4345,82209,4,19990,15K-20K
352,realme 14T 5G,realme,8,256 ,6000,6.67,50MP + 2MP,16MP,4.3,Very Good,586,71,657,13,19999,15K-20K
353,realme 12 Pro 5G,realme,8,128 ,5000,6.7,50MP + 8MP + 32MP,16MP,4.4,Very Good,33712,2866,36578,33,19999,15K-20K
354,REDMI Note 13 Pro 5G,REDMI,8,128 ,5100,6.67,200MP (OIS) + 8MP + 2MP,16MP,4.3,Very Good,37899,2976,40875,31,19999,15K-20K
355,realme 14T 5G,realme,8,256 ,6000,6.67,50MP + 2MP,16MP,4.3,Very Good,586,71,657,13,19999,15K-20K
356,realme P3 Pro 5G,realme,8,128 ,6000,6.83,50MP + 2MP,16MP,4.4,Very Good,4917,458,5375,31,19999,15K-20K
357,realme P3 Pro 5G,realme,8,128 ,6000,6.83,50MP + 2MP,16MP,4.4,Very Good,4917,458,5375,31,19999,15K-20K
358,realme P3 Pro 5G,realme,8,128 ,6000,6.83,50MP + 2MP,16MP,4.4,Very Good,4917,458,5375,31,19999,15K-20K
359,Samsung Galaxy F34 5G,Samsung,6,128 ,6000,6.5,50MP (OIS) + 8MP + 2MP,13MP,4.2,Very Good,47267,3540,50807,18,19999,15K-20K
360,OPPO Reno 12 5G,OPPO,8,256 ,5000,6.7,50MP + 8MP + 2MP,32MP,4.4,Very Good,4804,325,5129,54,19999,15K-20K
361,Motorola Edge 50 Neo,Motorola,8,256 ,4310,6.4,50MP + 13MP + 10MP,32MP,4.4,Very Good,27721,2735,30456,33,19999,15K-20K
362,Samsung Galaxy A35 5G,Samsung,8,128 ,5000,6.6,50MP + 8MP + 5MP,13MP,4.3,Very Good,16448,1177,17625,41,19999,15K-20K
363,realme 13 5G,realme,8,256 ,5000,6.72,50MP + 2MP,16MP,4.3,Very Good,1164,59,1223,13,19999,15K-20K
364,realme 12 Pro 5G,realme,8,128 ,5000,6.7,50MP + 8MP + 32MP,16MP,4.4,Very Good,33712,2866,36578,33,19999,15K-20K
365,realme 13 5G,realme,8,256 ,5000,6.72,50MP + 2MP,16MP,4.3,Very Good,1164,59,1223,13,19999,15K-20K
366,Samsung Galaxy F34 5G,Samsung,6,128 ,6000,6.5,50MP (OIS) + 8MP + 2MP,13MP,4.2,Very Good,47267,3540,50807,18,19999,15K-20K
367,OPPO K13 5G,OPPO,8,256 ,7000,6.67,50MP + 2MP,16MP,4.5,Very Good,15695,1133,16828,20,19999,15K-20K
368,realme 13 5G,realme,8,256 ,5000,6.72,50MP + 2MP,16MP,4.3,Very Good,1164,59,1223,13,19999,15K-20K
369,Samsung Galaxy A16 5G,Samsung,8,256 ,5000,6.7,50MP + 5MP + 2MP,13MP,4.2,Very Good,2897,175,3072,16,20499,20K-25K
370,realme P3 Pro 5G,realme,8,256 ,6000,6.83,50MP + 2MP,16MP,4.4,Very Good,4917,458,5375,32,20999,20K-25K
371,realme 12+ 5G,realme,8,128 ,5000,6.67,50MP + 8MP + 2MP,16MP,4.3,Very Good,20025,1795,21820,12,20999,20K-25K
372,realme 12+ 5G,realme,8,128 ,5000,6.67,50MP + 8MP + 2MP,16MP,4.3,Very Good,20025,1795,21820,12,20999,20K-25K
373,realme 12+ 5G,realme,8,128 ,5000,6.67,50MP + 8MP + 2MP,16MP,4.3,Very Good,20025,1795,21820,12,20999,20K-25K
374,OPPO F27 Pro+,OPPO,8,128 ,5000,6.7,64MP + 2MP,8MP,4.4,Very Good,5200,242,5442,36,20999,20K-25K
375,CMF by Nothing Phone 2 Pro,CMF,8,256 ,5000,6.77,50MP + 50MP + 8MP,16MP,4.4,Very Good,10226,965,11191,16,20999,20K-25K
376,OPPO F27 Pro+,OPPO,8,128 ,5000,6.7,64MP + 2MP,8MP,4.4,Very Good,5200,242,5442,36,20999,20K-25K
377,realme 12 Pro 5G,realme,8,256 ,5000,6.7,50MP + 8MP + 32MP,16MP,4.4,Very Good,33712,2866,36578,34,20999,20K-25K
378,vivo Y300 5G,vivo,8,128 ,5000,6.67,50MP + 2MP,32MP,4.4,Very Good,2559,167,2726,22,20999,20K-25K
379,CMF by Nothing Phone 2 Pro,CMF,8,256 ,5000,6.77,50MP + 50MP + 8MP,16MP,4.4,Very Good,10226,965,11191,16,20999,20K-25K
380,Motorola Edge 50 Fusion,Motorola,12,256 ,5000,6.7,50MP + 13MP,32MP,4.4,Very Good,151301,10544,161845,25,20999,20K-25K
381,CMF by Nothing Phone 2 Pro,CMF,8,256 ,5000,6.77,50MP + 50MP + 8MP,16MP,4.4,Very Good,10226,965,11191,16,20999,20K-25K
382,CMF by Nothing Phone 2 Pro,CMF,8,256 ,5000,6.77,50MP + 50MP + 8MP,16MP,4.4,Very Good,10226,965,11191,16,20999,20K-25K
383,Motorola Edge 50 Fusion,Motorola,12,256 ,5000,6.7,50MP + 13MP,32MP,4.4,Very Good,151301,10544,161845,25,20999,20K-25K
384,IQOO Z7 Pro 5G,IQOO,8,128 ,4600,6.78,64MP + 2MP,16MP,4.4,Very Good,10510,625,11135,22,20999,20K-25K
385,realme P3 Pro 5G,realme,8,256 ,6000,6.83,50MP + 2MP,16MP,4.4,Very Good,4917,458,5375,32,20999,20K-25K
386,Motorola Edge 50 Fusion,Motorola,12,256 ,5000,6.7,50MP + 13MP,32MP,4.4,Very Good,151301,10544,161845,25,20999,20K-25K
387,CMF by Nothing Phone 2 Pro,CMF,8,256 ,5000,6.77,50MP + 50MP + 8MP,16MP,4.4,Very Good,10226,965,11191,16,20999,20K-25K
388,IQOO Z9S 5G,IQOO,8,256 ,5500,6.77,50MP + 50MP,2MP Dual,4.4,Very Good,7268,467,7735,24,21089,20K-25K
389,IQOO Z9S 5G,IQOO,8,256 ,5500,6.77,50MP + 50MP,2MP Dual,4.4,Very Good,7268,467,7735,24,21090,20K-25K
390,IQOO Z9S 5G,IQOO,8,256 ,5500,6.77,50MP + 50MP,2MP Dual,4.4,Very Good,7268,467,7735,24,21143,20K-25K
391,Samsung Galaxy A16 5G,Samsung,8,256 ,5000,6.7,50MP + 5MP + 2MP,13MP,4.2,Very Good,2897,175,3072,13,21294,20K-25K
392,Samsung Galaxy A35 5G,Samsung,8,256 ,5000,6.6,50MP + 8MP + 5MP,13MP,4.3,Very Good,16448,1177,17625,40,21999,20K-25K
393,realme 12+ 5G,realme,8,256 ,5000,6.67,50MP + 8MP + 2MP,16MP,4.3,Very Good,20025,1795,21820,15,21999,20K-25K
394,REDMI Note 13 Pro 5G,REDMI,8,256 ,5100,6.67,200MP (OIS) + 8MP + 2MP,16MP,4.3,Very Good,37899,2976,40875,29,21999,20K-25K
395,Infinix Note 40 Pro+ 5G,Infinix,12,256 ,4600,6.78,108MP (OIS) + 2MP + 2MP,32MP,4.2,Very Good,4715,385,5100,33,21999,20K-25K
396,POCO X6 5G,POCO,8,256 ,5100,6.67,64MP + 8MP + 2MP,16MP,4.3,Very Good,28818,2716,31534,12,21999,20K-25K
397,Samsung Galaxy A35 5G,Samsung,8,256 ,5000,6.6,50MP + 8MP + 5MP,13MP,4.3,Very Good,16448,1177,17625,40,21999,20K-25K
398,vivo T4 5G,vivo,8,128 ,7300,6.77,50MP (OIS) + 2MP,32MP,4.5,Very Good,28197,1496,29693,15,21999,20K-25K
399,realme 12+ 5G,realme,8,256 ,5000,6.67,50MP + 8MP + 2MP,16MP,4.3,Very Good,20025,1795,21820,15,21999,20K-25K
400,Samsung Galaxy A35 5G,Samsung,8,256 ,5000,6.6,50MP + 8MP + 5MP,13MP,4.3,Very Good,16448,1177,17625,40,21999,20K-25K
401,Infinix Note 40 Pro+ 5G,Infinix,12,256 ,4600,6.78,108MP (OIS) + 2MP + 2MP,32MP,4.2,Very Good,4715,385,5100,33,21999,20K-25K
402,MOTOROLA Edge 50,MOTOROLA,8,256 ,5000,6.67,50MP + 13MP + 10MP,32MP,4.3,Very Good,36477,2753,39230,33,21999,20K-25K
403,MOTOROLA Edge 50,MOTOROLA,8,256 ,5000,6.67,50MP + 13MP + 10MP,32MP,4.3,Very Good,36477,2753,39230,33,21999,20K-25K
404,REDMI Note 13 Pro 5G,REDMI,8,256 ,5100,6.67,200MP (OIS) + 8MP + 2MP,16MP,4.3,Very Good,37899,2976,40875,29,21999,20K-25K
405,Samsung Galaxy A35 5G,Samsung,8,256 ,5000,6.6,50MP + 8MP + 5MP,13MP,4.3,Very Good,16448,1177,17625,40,21999,20K-25K
406,realme 12+ 5G,realme,8,256 ,5000,6.67,50MP + 8MP + 2MP,16MP,4.3,Very Good,20025,1795,21820,15,21999,20K-25K
407,REDMI Note 13 Pro 5G,REDMI,8,256 ,5100,6.67,200MP (OIS) + 8MP + 2MP,16MP,4.3,Very Good,37899,2976,40875,29,21999,20K-25K
408,Samsung Galaxy F34 5G,Samsung,8,128 ,6000,6.5,50MP (OIS) + 8MP + 2MP,13MP,4.2,Very Good,16125,1179,17304,15,21999,20K-25K
409,REDMI Note 13 Pro 5G,REDMI,8,256 ,5100,6.67,200MP (OIS) + 8MP + 2MP,16MP,4.3,Very Good,37899,2976,40875,29,21999,20K-25K
410,POCO X6 5G,POCO,8,256 ,5100,6.67,64MP + 8MP + 2MP,16MP,4.3,Very Good,28818,2716,31534,12,21999,20K-25K
411,realme 12+ 5G,realme,8,256 ,5000,6.67,50MP + 8MP + 2MP,16MP,4.3,Very Good,20025,1795,21820,15,21999,20K-25K
412,MOTOROLA Edge 50,MOTOROLA,8,256 ,5000,6.67,50MP + 13MP + 10MP,32MP,4.3,Very Good,36477,2753,39230,33,21999,20K-25K
413,MOTOROLA Edge 50,MOTOROLA,8,256 ,5000,6.67,50MP + 13MP + 10MP,32MP,4.3,Very Good,36477,2753,39230,33,21999,20K-25K
414,MOTOROLA Edge 50,MOTOROLA,8,256 ,5000,6.67,50MP + 13MP + 10MP,32MP,4.3,Very Good,36477,2753,39230,33,21999,20K-25K
415,REDMI Note 13 Pro 5G,REDMI,12,256 ,5100,6.67,200MP (OIS) + 8MP + 2MP,16MP,4.3,Very Good,9988,737,10725,31,22499,20K-25K
416,OPPO F27 Pro+,OPPO,8,256 ,5000,6.7,64MP + 2MP,8MP,4.4,Very Good,5200,242,5442,34,22999,20K-25K
417,vivo Y300 5G,vivo,8,256 ,5000,6.67,50MP + 2MP,32MP,4.4,Very Good,2559,167,2726,20,22999,20K-25K
418,OPPO F27 Pro+,OPPO,8,256 ,5000,6.7,64MP + 2MP,8MP,4.4,Very Good,5200,242,5442,34,22999,20K-25K
419,realme 12 Pro 5G,realme,12,256 ,5000,6.7,50MP + 8MP + 32MP,16MP,4.4,Very Good,13076,835,13911,32,22999,20K-25K
420,Samsung Galaxy A26 5G,Samsung,8,128 ,5000,6.7,50MP + 8MP,13MP,4.0,Good,137,22,159,17,22999,20K-25K
421,vivo T3 Pro 5G,vivo,8,128 ,5500,6.77,50MP + 8MP,16MP,4.5,Very Good,80707,5152,85859,23,22999,20K-25K
422,MOTOROLA Edge 60 Fusion 5G,MOTOROLA,8,256 ,5500,6.67,50MP + 13MP,32MP,4.5,Very Good,30576,1835,32411,11,22999,20K-25K
423,REDMI Note 14 Pro 5G,REDMI,8,128 ,5500,6.67,50MP + 8MP + 2MP,20MP,4.4,Very Good,3512,277,3789,20,22999,20K-25K
424,REDMI Note 14 Pro 5G,REDMI,8,128 ,5500,6.67,50MP + 8MP + 2MP,20MP,4.4,Very Good,3512,277,3789,20,22999,20K-25K
425,Motorola Edge 40 Neo,Motorola,8,128 ,5000,6.55,50MP + 13MP,32MP,4.3,Very Good,59945,6075,66020,17,22999,20K-25K
426,vivo Y300 5G,vivo,8,256 ,5000,6.67,50MP + 2MP,32MP,4.4,Very Good,2559,167,2726,20,22999,20K-25K
427,MOTOROLA Edge 60 Stylus,MOTOROLA,8,256 ,5000,6.67,50MP + 13MP,32MP,4.3,Very Good,6672,592,7264,20,22999,20K-25K
428,Motorola Edge 40 Neo,Motorola,8,128 ,5000,6.55,50MP + 13MP,32MP,4.3,Very Good,59945,6075,66020,17,22999,20K-25K
429,realme 13+ 5G,realme,8,128 ,5000,6.67,50MP + 2MP,16MP,4.3,Very Good,3423,303,3726,11,22999,20K-25K
430,MOTOROLA Edge 60 Fusion 5G,MOTOROLA,8,256 ,5500,6.67,50MP + 13MP,32MP,4.5,Very Good,30576,1835,32411,11,22999,20K-25K
431,realme 12 Pro 5G,realme,12,256 ,5000,6.7,50MP + 8MP + 32MP,16MP,4.4,Very Good,13076,835,13911,32,22999,20K-25K
432,Motorola Edge 40 Neo,Motorola,8,128 ,5000,6.55,50MP + 13MP,32MP,4.3,Very Good,59945,6075,66020,17,22999,20K-25K
433,realme P3 Pro 5G,realme,12,256 ,6000,6.83,50MP + 2MP,16MP,4.4,Very Good,1191,114,1305,30,22999,20K-25K
434,Motorola Edge 40 Neo,Motorola,8,128 ,5000,6.55,50MP + 13MP,32MP,4.3,Very Good,59945,6075,66020,17,22999,20K-25K
435,realme P3 Pro 5G,realme,12,256 ,6000,6.83,50MP + 2MP,16MP,4.4,Very Good,1191,114,1305,30,22999,20K-25K
436,realme 12 Pro 5G,realme,12,256 ,5000,6.7,50MP + 8MP + 32MP,16MP,4.4,Very Good,13076,835,13911,32,22999,20K-25K
437,POCO X7 Pro 5G,POCO,8,256 ,6550,6.67,50MP + 8MP,20MP,4.3,Very Good,7072,1059,8131,25,23999,20K-25K
438,Nothing Phone,Nothing,8,128 ,5000,6.7,50MP (OIS) + 50MP,32MP,4.4,Very Good,99776,8016,107792,7,23999,20K-25K
439,realme 12 Pro+ 5G,realme,12,256 ,5000,6.7,50MP + 8MP + 64MP,32MP,4.5,Very Good,14719,1359,16078,36,23999,20K-25K
440,Nothing Phone,Nothing,8,128 ,5000,6.7,50MP (OIS) + 50MP,32MP,4.4,Very Good,99776,8016,107792,7,23999,20K-25K
441,POCO X6 5G,POCO,12,256 ,5100,6.67,64MP + 8MP + 2MP,16MP,4.3,Very Good,12806,1121,13927,11,23999,20K-25K
442,vivo T2 Pro 5G,vivo,8,256 ,4600,6.78,64MP + 2MP,16MP,4.5,Very Good,124623,9199,133822,14,23999,20K-25K
443,Honor 200 5G,Honor,8,256 ,5200,6.7,50MP + 50MP + 12MP,50MP,4.4,Very Good,119,11,130,40,23999,20K-25K
444,OPPO F29 5G,OPPO,8,128 ,6500,6.7,50MP + 2MP,16MP,4.3,Very Good,1400,94,1494,17,23999,20K-25K
445,OPPO F29 5G,OPPO,8,128 ,6500,6.7,50MP + 2MP,16MP,4.3,Very Good,1400,94,1494,17,23999,20K-25K
446,realme P2 Pro 5G,realme,12,512 ,5200,6.7,50MP + 8MP,32MP,4.4,Very Good,17144,1397,18541,22,23999,20K-25K
447,realme P2 Pro 5G,realme,12,512 ,5200,6.7,50MP + 8MP,32MP,4.4,Very Good,17144,1397,18541,22,23999,20K-25K
448,POCO X7 Pro 5G,POCO,8,256 ,6550,6.67,50MP + 8MP,20MP,4.3,Very Good,7072,1059,8131,25,23999,20K-25K
449,IQOO Z9S 5G,IQOO,12,256 ,5500,6.77,50MP + 50MP,2MP Dual,4.4,Very Good,344,16,360,18,24390,20K-25K
450,Infinix GT 20 Pro,Infinix,8,256 ,5000,6.78,108MP (OIS) + 2MP + 2MP,32MP,4.4,Very Good,14798,1127,15925,21,24999,20K-25K
451,vivo V40e 5G,vivo,8,128 ,5500,6.77,50MP + 8MP,50MP,4.4,Very Good,9247,630,9877,26,24999,20K-25K
452,vivo T2 Pro 5G,vivo,8,128 ,4600,6.78,64MP + 2MP,16MP,4.5,Very Good,124623,9199,133822,7,24999,20K-25K
453,Infinix GT 20 Pro,Infinix,8,256 ,5000,6.78,108MP (OIS) + 2MP + 2MP,32MP,4.4,Very Good,14798,1127,15925,21,24999,20K-25K
454,REDMI Note 13 Pro+ 5G,REDMI,8,256 ,5000,6.67,200MP (OIS) + 8MP + 2MP,16MP,4.3,Very Good,19426,1693,21119,26,24999,20K-25K
455,REDMI Note 14 Pro 5G,REDMI,8,256 ,5500,6.67,50MP + 8MP + 2MP,20MP,4.4,Very Good,3512,277,3789,19,24999,20K-25K
456,realme 14 Pro 5G,realme,8,128 ,6000,6.77,50MP + 2MP,16MP,4.4,Very Good,8530,732,9262,10,24999,20K-25K
457,vivo Y400 Pro 5G,vivo,8,128 ,5500,6.77,50MP + 2MP,32MP,5.0,Excellent,18,1,19,16,24999,20K-25K
458,realme 14 Pro 5G,realme,8,128 ,6000,6.77,50MP + 2MP,16MP,4.4,Very Good,8530,732,9262,10,24999,20K-25K
459,REDMI Note 14 Pro 5G,REDMI,8,256 ,5500,6.67,50MP + 8MP + 2MP,20MP,4.4,Very Good,3512,277,3789,19,24999,20K-25K
460,vivo Y400 Pro 5G,vivo,8,128 ,5500,6.77,50MP + 2MP,32MP,5.0,Excellent,18,1,19,16,24999,20K-25K
461,POCO X6 5G,POCO,12,512 ,5100,6.67,64MP + 8MP + 2MP,16MP,4.3,Very Good,12806,1121,13927,10,24999,20K-25K
462,realme 14 Pro 5G,realme,8,128 ,6000,6.77,50MP + 2MP,16MP,4.4,Very Good,8530,732,9262,10,24999,20K-25K
463,realme 14 Pro 5G,realme,8,128 ,6000,6.77,50MP + 2MP,16MP,4.4,Very Good,8530,732,9262,10,24999,20K-25K
464,MOTOROLA Edge 60 Fusion 5G,MOTOROLA,12,256 ,5500,6.67,50MP + 13MP,32MP,4.5,Very Good,15972,909,16881,10,24999,20K-25K
